id,path,shared_latent_dim,hidden_dim,n_embedding_dim,fidelity_embedding_dim
46,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,64,32,4
47,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,64,32,8
48,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,64,32,16
49,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,16,2
50,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,16,4
51,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,16,8
52,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,16,16
53,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,20,2
54,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,20,4
55,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,20,8
56,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,20,16
57,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,24,2
58,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,24,4
59,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,24,8
60,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,24,16
61,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,32,2
62,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,32,4
63,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,32,8
64,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,8,128,32,16
65,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,16,2
66,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,16,4
67,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,16,8
68,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,16,16
69,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,20,2
70,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,20,4
71,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,20,8
72,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,20,16
73,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,24,2
74,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,24,4
75,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,24,8
76,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,24,16
77,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,32,2
78,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,32,4
79,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,32,8
80,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,24,32,16
81,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,16,2
82,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,16,4
83,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,16,8
84,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,16,16
85,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,20,2
86,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,20,4
87,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,20,8
88,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,20,16
89,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,24,2
90,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,24,4
91,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,24,8
92,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,24,16
93,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,32,2
94,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,32,4
95,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,32,8
96,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,32,32,16
97,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,16,2
98,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,16,4
99,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,16,8
100,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,16,16
101,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,20,2
102,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,20,4
103,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,20,8
104,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,20,16
105,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,24,2
106,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,24,4
107,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,24,8
108,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,24,16
109,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,32,2
110,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,32,4
111,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,32,8
112,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,64,32,16
113,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,16,2
114,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,16,4
115,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,16,8
116,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,16,16
117,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,20,2
118,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,20,4
119,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,20,8
120,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,20,16
121,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,24,2
122,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,24,4
123,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,24,8
124,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,24,16
125,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,32,2
126,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,32,4
127,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,32,8
128,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,10,128,32,16
129,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,16,2
130,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,16,4
131,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,16,8
132,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,16,16
133,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,20,2
134,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,20,4
135,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,20,8
136,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,20,16
137,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,24,2
138,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,24,4
139,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,24,8
140,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,24,16
141,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,32,2
142,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,32,4
143,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,32,8
144,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,24,32,16
145,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,16,2
146,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,16,4
147,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,16,8
148,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,16,16
149,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,20,2
150,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,20,4
151,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,20,8
152,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,20,16
153,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,24,2
154,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,24,4
155,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,24,8
156,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,24,16
157,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,32,2
158,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,32,4
159,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,32,8
160,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,32,32,16
161,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,16,2
162,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,16,4
163,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,16,8
164,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,16,16
165,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,20,2
166,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,20,4
167,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,20,8
168,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,20,16
169,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,24,2
170,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,24,4
171,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,24,8
172,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,24,16
173,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,32,2
174,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,32,4
175,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,32,8
176,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,64,32,16
177,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,16,2
178,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,16,4
179,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,16,8
180,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,16,16
181,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,20,2
182,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,20,4
183,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,20,8
184,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,20,16
185,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,24,2
186,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,24,4
187,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,24,8
188,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,24,16
189,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,32,2
190,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,32,4
191,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,32,8
192,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,16,128,32,16
193,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,16,2
194,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,16,4
195,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,16,8
196,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,16,16
197,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,20,2
198,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,20,4
199,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,20,8
200,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,20,16
201,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,24,2
202,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,24,4
203,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,24,8
204,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,24,16
205,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,32,2
206,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,32,4
207,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,32,8
208,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,24,32,16
209,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,16,2
210,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,16,4
211,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,16,8
212,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,16,16
213,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,20,2
214,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,20,4
215,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,20,8
216,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,20,16
217,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,24,2
218,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,24,4
219,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,24,8
220,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,24,16
221,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,32,2
222,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,32,4
223,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,32,8
224,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,32,32,16
225,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,16,2
226,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,16,4
227,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,16,8
228,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,16,16
229,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,20,2
230,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,20,4
231,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,20,8
232,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,20,16
233,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,24,2
234,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,24,4
235,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,24,8
236,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,24,16
237,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,32,2
238,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,32,4
239,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,32,8
240,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,64,32,16
241,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,16,2
242,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,16,4
243,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,16,8
244,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,16,16
245,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,20,2
246,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,20,4
247,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,20,8
248,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,20,16
249,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,24,2
250,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,24,4
251,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,24,8
252,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,24,16
253,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,32,2
254,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,32,4
255,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,32,8
256,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,20,128,32,16
257,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,16,2
258,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,16,4
259,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,16,8
260,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,16,16
261,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,20,2
262,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,20,4
263,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,20,8
264,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,20,16
265,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,24,2
266,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,24,4
267,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,24,8
268,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,24,16
269,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,32,2
270,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,32,4
271,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,32,8
272,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,24,32,16
273,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,16,2
274,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,16,4
275,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,16,8
276,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,16,16
277,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,20,2
278,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,24,32,20,4
